Date,MPRN,Meter Serial Number,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
19/04/2026,10306472089,32181933,0.02,0.04,0.07,0.06,0.07,0.05,0.03,0.05,0.05,0.04,0.04,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.05,0.04,0.04,0.04,0.06,0.05,0.06,0.04,0.04,0.05,0.04
20/04/2026,10306472089,32181933,0.05,0.04,0.04,0.05,0.03,0.05,0.04,0.04,0.04,0.04,0.05,0.03,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.04,0.63,0.82,0.75,1.40,0.95,0.12,0.63,0.04
21/04/2026,10306472089,32181933,0.05,0.04,0.05,0.04,0.04,0.05,0.03,0.05,0.05,0.04,0.05,0.03,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.01,0.00,0.00,0.33,0.01,0.03,0.03,0.05,0.05,0.07,0.09,0.07,0.53,0.20,0.08,0.11,0.52,0.25,0.35,0.05
22/04/2026,10306472089,32181933,0.07,0.07,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,1.30,0.97,0.14,0.59,0.13,0.16,0.67,0.12,0.44
23/04/2026,10306472089,32181933,0.05,0.07,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.01,0.28,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.00,0.39,0.06,0.00,0.00,0.00,0.00,0.27,0.01,0.03,0.07,0.06,0.10,0.12,0.09,0.18,0.53,0.21,0.08,0.07,0.07,0.65
24/04/2026,10306472089,32181933,0.09,0.09,0.05,0.06,0.05,0.09,0.06,0.06,0.04,0.05,0.05,0.03,0.04,0.01,0.00,0.00,0.00,0.48,0.02,0.39,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.63,0.55,0.29,0.24,1.07,0.33,0.06,0.07,0.26,0.06,0.05
25/04/2026,10306472089,32181933,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.04,0.01,0.01,0.03,0.07,0.84,0.24,0.03,0.01,0.35,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.27,0.21,0.23,0.61,0.37,0.13,0.27,0.71,0.14,0.07
26/04/2026,10306472089,32181933,0.21,0.09,0.08,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.03,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.70,0.62,0.46,0.20,0.53,0.02,0.59,0.31,0.00,0.69,0.89,0.20,0.72,0.38,0.61,0.76,0.36,0.58,0.65,0.17,0.09,0.07,0.11,0.58
27/04/2026,10306472089,32181933,0.09,0.06,0.05,0.05,0.05,0.04,0.06,0.04,0.05,0.05,0.04,0.06,0.04,0.03,0.02,0.00,0.02,0.02,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.17,0.26,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.02,0.38,0.24,0.67,1.11,0.83,0.69,0.13,0.63,0.07,0.07,0.12
28/04/2026,10306472089,32181933,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.04,0.05,0.06,0.08,0.08,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.17,0.01,0.00,0.03,0.04,0.05,0.07,0.03,0.05,0.05,0.89,0.52,0.59,0.64,0.12,0.22,0.05
29/04/2026,10306472089,32181933,0.13,0.06,0.08,0.12,0.10,0.07,0.05,0.05,0.06,0.05,0.05,0.06,0.03,0.00,0.00,0.00,0.00,0.04,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.04,0.14,0.14,0.12,0.13,0.15,0.65,0.11,0.64,0.09,0.11,0.16,0.18
30/04/2026,10306472089,32181933,0.12,0.62,0.07,0.07,0.05,0.05,0.06,0.04,0.05,0.06,0.04,0.05,0.06,0.04,0.05,0.07,0.03,0.03,0.02,0.06,0.08,0.07,0.05,0.07,0.20,0.35,0.02,0.00,0.00,0.02,0.05,0.04,0.01,0.03,0.04,0.04,0.05,0.20,0.46,0.13,0.98,0.79,0.46,0.08,0.05,0.07,0.05,0.63
01/05/2026,10306472089,32181933,0.06,0.06,0.05,0.03,0.05,0.04,0.04,0.05,0.03,0.05,0.03,0.04,0.04,0.01,0.01,0.17,0.52,0.01,0.43,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.55,0.01,0.53,0.00,0.00,0.01,0.01,0.01,0.04,0.05,0.07,0.08,0.08,0.09,0.08,0.12,0.12,0.18,0.10,0.08,0.07
02/05/2026,10306472089,32181933,0.11,0.09,0.09,0.10,0.06,0.05,0.07,0.05,0.04,0.05,0.04,0.04,0.05,0.03,0.03,0.01,0.00,0.01,0.01,0.01,0.02,0.76,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.11,0.02,0.02,0.85,0.85,0.07,0.06,0.08,0.05,0.06,0.07,0.10,0.11
03/05/2026,10306472089,32181933,0.07,0.06,0.06,0.04,0.04,0.05,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.36,0.04,0.02,0.01,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.05,0.00,0.00,0.01,0.08,0.47,0.21,0.28,0.24,0.02,0.04,0.04,0.04,0.04,0.03,0.05,0.04,0.05,0.06
04/05/2026,10306472089,32181933,0.12,0.20,0.17,0.19,0.17,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.19,0.18,0.16,0.03,0.02,0.01,0.01,0.00,0.00,0.04,0.01,0.20,0.15,0.05,0.01,0.00,0.42,0.03,0.19,0.00,0.01,0.31,0.03,0.04,0.05,0.04,0.06,0.04,0.04,0.05,0.04,0.06,0.04
05/05/2026,10306472089,32181933,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.06,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.05,0.55,0.05,0.63,0.00,0.04,0.03,0.04,0.07,0.07,0.09,0.28,0.07,0.08,0.07,0.08,0.10,0.08,0.05
06/05/2026,10306472089,32181933,0.08,0.06,0.06,0.04,0.06,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.37,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.04,0.06,0.05,0.22,0.36,0.45,0.14,0.15,0.14,0.12,0.07,0.06,0.10
07/05/2026,10306472089,32181933,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.54,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.07,0.02,0.03,0.07,0.09,0.08,0.50,0.14,0.12,0.12,0.08,0.07,0.12,0.07
08/05/2026,10306472089,32181933,0.11,0.06,0.05,0.03,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.20,0.23,0.00,0.00,0.01,0.08,0.54,0.02,0.02,0.00,0.06,1.04,0.47,0.06,0.04,0.05,0.05,0.04,0.07,0.06,0.11,0.13,0.12
09/05/2026,10306472089,32181933,0.13,0.07,0.06,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.49,0.97,0.21,0.80,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.33,0.14,1.46,1.26,0.90,0.09,0.06,0.05,0.06,0.06,0.13
10/05/2026,10306472089,32181933,0.06,0.10,0.12,0.12,0.09,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.03,0.44,0.90,0.90,0.11,0.08,0.20,0.50,1.25,1.26,0.55,0.15,0.03,0.02,0.03,0.07,0.08,0.16,0.28,0.27,0.37,0.23,0.61,0.39,0.44,0.06
11/05/2026,10306472089,32181933,0.23,0.19,0.20,0.18,0.18,0.19,0.18,0.18,0.17,0.16,0.17,0.15,0.15,0.12,0.12,0.12,0.16,0.15,0.12,0.07,0.00,0.02,0.06,0.04,0.03,0.16,0.01,0.06,0.05,0.12,0.10,0.07,0.13,0.09,0.87,0.59,0.12,0.47,0.41,1.02,0.11,0.85,1.19,0.20,0.62,0.11,0.13,0.55
12/05/2026,10306472089,32181933,0.12,0.09,0.05,0.04,0.06,0.04,0.05,0.05,0.03,0.05,0.04,0.03,0.05,0.02,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.24,0.02,0.02,0.03,0.03,0.05,0.07,0.07,0.16,0.77,0.10,0.14,0.12,0.08,0.09,0.12,0.13
13/05/2026,10306472089,32181933,0.10,0.12,0.11,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.05,0.03,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.09,0.32,0.09,0.17,0.35,0.03,0.56,0.04,0.05,0.03,0.02,0.03,0.04,0.04,0.15,0.50,0.65,0.82,0.36,0.12,0.12,0.12,0.12
14/05/2026,10306472089,32181933,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.03,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.00,0.01,0.00,0.02,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.04,0.12,0.05,0.03,0.10,0.12,0.13,0.13,0.13,0.09,0.11
15/05/2026,10306472089,32181933,0.05,0.06,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.05,0.03,0.02,0.01,0.50,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.44,0.13,0.31,0.01,0.00,0.01,0.04,0.01,0.03,0.04,0.04,0.13,0.10,0.05,0.17,0.82,0.55,0.24,0.11,0.73,0.13,0.68,0.11,0.06
16/05/2026,10306472089,32181933,0.13,0.14,0.15,0.15,0.14,0.08,0.04,0.06,0.07,0.06,0.03,0.07,0.04,0.03,0.03,0.01,0.45,0.50,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.12,0.00,0.00,0.07,0.01,0.02,0.01,0.04,0.01,0.00,0.00,0.01,0.03,0.02,0.04,0.04,0.04,0.04,0.06,0.04,0.06,0.09
17/05/2026,10306472089,32181933,0.11,0.13,0.13,0.13,0.06,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.02,0.01,0.00,0.01,0.00,0.00,0.06,0.27,0.61,0.08,0.19,0.31,0.69,0.89,0.09,0.41,0.07,0.45,0.89,0.01,0.01,0.20,0.22,0.06,0.17,0.10,0.08,0.13,0.28,0.15,0.14,0.15,0.15,0.07,0.07,0.05
18/05/2026,10306472089,32181933,0.06,0.06,0.05,0.05,0.04,0.06,0.04,0.06,0.04,0.05,0.04,0.04,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.03,0.10,0.09,0.06,0.09,0.18,0.01,0.04,0.40,0.33,0.18,0.53,0.05,0.06,0.04,0.05,0.03,0.06,0.03,1.12,0.21,0.07,0.06,0.06,0.12,0.12,0.05
